emp_id,Full_Name,Department,Job_Title,hire_date,Performance_Rating,Experience_Years,Status,Work_Mode,salary,Country,City,Age,Job_Level,Hire_Year,Tenure_Years,Years_Since_Hire,Is_Active,Performance_Score,Salary_Band,Hire_Month,Hire_Quarter
EMP-18513,Sofia Carretero,IT,Data Engineer,23-04-2017,Good,18,Active,Remote,51750,United Kingdom,London,50,Mid,2017,9.3,9,1,3,Low,4,2
EMP-18514,Univ.Prof. Hortense Hellevoort,Operations,Logistics,21-11-2022,Good,16,Active,Remote,100440,United Kingdom,London,33,Mid,2022,3.7,4,1,3,High,11,4
EMP-18515,Mr Nigel Pincherle,HR,Recruiter,06-02-2019,Good,8,Active,On-site,48444,United Kingdom,London,29,Mid,2019,7.5,7,1,3,Low,2,1
EMP-18516,Univ.Prof. Wayne Nowak,IT,Data Engineer,05-10-2017,Good,18,Active,Hybrid,46832,Italy,Milan,46,Senior,2017,8.8,9,1,3,Low,10,4
EMP-18517,Sarah-Olivia Edwards,IT,IT Manager,14-01-2013,Good,31,Active,Hybrid,68645,United Kingdom,Leeds,21,Senior,2013,13.6,13,1,3,Medium,1,1
EMP-18518,Gina Erve,Sales,Sales Manager,19-09-2024,Satisfactory,12,Active,Hybrid,133845,Spain,Seville,41,Senior,2024,1.9,2,1,2,High,9,3
EMP-18519,Patricia Hellevoort,Finance,Finance Manager,22-01-2009,Good,32,Active,Hybrid,65099,Poland,Krakow,43,Mid,2009,17.5,17,1,3,Medium,1,1
EMP-18520,Miss Olivia Sureda,Finance,CFO,28-10-2013,Needs Improvement,32,Active,On-site,82509,Netherlands,Utrecht,43,Senior,2013,12.8,13,1,1,Medium,10,4
EMP-18521,Morena Vidal,IT,IT Manager,07-11-2008,Excellent,24,Resigned,Hybrid,79227,Spain,Valencia,41,Mid,2008,17.7,18,0,4,Medium,11,4
EMP-18522,Lindsey Kohler,HR,HR Coordinator,29-04-2020,Good,26,Active,Hybrid,99484,Poland,Poznan,41,Junior,2020,6.3,6,1,3,High,4,2
EMP-18523,Dex Diallo,IT,System Admin,19-04-2017,Good,17,Active,On-site,54478,Italy,Rome,39,Junior,2017,9.3,9,1,3,Low,4,2
EMP-18524,Jeanne Coolen,Sales,Business Development,24-06-2015,Needs Improvement,20,Active,On-site,169539,Germany,Munich,36,Director,2015,11.1,11,1,1,High,6,2
EMP-18525,Prof. Micha Ruggeri,Finance,Financial Analyst,10-07-2023,Satisfactory,12,Active,On-site,96750,Germany,Cologne,46,Director,2023,3.1,3,1,2,High,7,3
EMP-18526,Jan Green,Operations,Supply Chain,30-07-2019,Excellent,20,Active,On-site,107645,France,Lyon,52,Mid,2019,7,7,1,4,High,7,3
EMP-18527,Dott. Sarah Van Den Nuwenhuysen,Finance,Accountant,07-03-2016,Satisfactory,10,Active,Remote,83572,Germany,Munich,45,Mid,2016,10.4,10,1,2,Medium,3,1
EMP-18528,Hortense Pages,IT,Data Engineer,17-02-2020,Excellent,0,Active,Hybrid,41515,France,Nice,47,Senior,2020,6.5,6,1,4,Low,2,1
EMP-18529,Prof. Lindsey Gough,Sales,Sales Executive,19-04-2012,Good,27,Active,Remote,101940,Italy,Naples,40,Junior,2012,14.3,14,1,3,High,4,2
EMP-18530,Valentina Garcia,HR,HR Director,01-11-2018,Excellent,19,Active,On-site,35000,Netherlands,The Hague,42,Director,2018,7.8,8,1,4,Low,11,4
EMP-18531,Sig.Ra Annamaria Henk,Operations,Logistics,13-09-2019,Satisfactory,8,Active,Hybrid,92105,Germany,Hamburg,39,Mid,2019,6.9,7,1,2,Medium,9,3
EMP-18532,Dott. Clara Trommler,Operations,Logistics,07-01-2008,Good,25,Active,On-site,67706,United Kingdom,Leeds,42,Mid,2008,18.6,18,1,3,Medium,1,1
EMP-18533,Jeanne Sanchez,IT,System Admin,17-12-2024,Excellent,26,Active,Remote,43908,Italy,Naples,26,Junior,2024,1.6,2,1,4,Low,12,4
EMP-18534,Dipl.-Ing. Laurent Erve,Operations,Logistics,18-05-2013,Satisfactory,20,Active,On-site,77316,France,Marseille,34,Junior,2013,13.2,13,1,2,Medium,5,2
EMP-18535,Univ.Prof. Anna Wieloch,HR,HR Director,30-10-2025,Good,9,Active,Remote,58545,Spain,Seville,37,Mid,2025,0.8,1,1,3,Medium,10,4
EMP-18536,Theodor-Valentina Erve,HR,HR Coordinator,11-11-2008,Needs Improvement,15,Active,On-site,35000,Germany,Berlin,33,Mid,2008,17.7,18,1,1,Low,11,4
EMP-18537,Sig.Ra Valentina Wilson,IT,IT Manager,27-04-2013,Good,7,Resigned,Remote,106369,United Kingdom,Leeds,41,Mid,2013,13.3,13,0,3,High,4,2
EMP-18538,Lisanne Wirth,HR,HR Coordinator,19-01-2010,Good,23,Active,On-site,35000,Spain,Seville,51,Junior,2010,16.5,16,1,3,Low,1,1
EMP-18539,Heinz Gough,Sales,Regional Lead,30-01-2010,Good,15,Active,Hybrid,132563,Spain,Seville,54,Mid,2010,16.5,16,1,3,High,1,1
EMP-18540,Dipl.-Ing. Linus Rossi,Operations,Operations Analyst,25-06-2018,Good,1,Active,On-site,35000,United Kingdom,Birmingham,21,Mid,2018,8.1,8,1,3,Low,6,2
EMP-18541,Miss Ernesto Zwaben,Finance,Finance Manager,12-11-2019,Good,14,Active,Remote,63887,Spain,Seville,40,Senior,2019,6.7,7,1,3,Medium,11,4
EMP-18542,Miss Patricia Young,HR,HR Director,19-10-2019,Good,35,Active,On-site,192251,Netherlands,Amsterdam,35,Director,2019,6.8,7,1,3,High,10,4
EMP-18543,Miss Xavier Zwaben,HR,HR Director,01-02-2010,Good,3,Active,Remote,107485,Germany,Berlin,38,Senior,2010,16.5,16,1,3,High,2,1
EMP-18544,Mr Gina Jennings,Sales,Regional Lead,10-07-2011,Satisfactory,16,Active,Hybrid,86800,Spain,Madrid,43,Mid,2011,15.1,15,1,2,Medium,7,3
EMP-18545,Dr. Heinz Green,HR,Talent Specialist,09-01-2026,Excellent,17,Active,On-site,44640,Netherlands,The Hague,39,Junior,2026,0.6,0,1,4,Low,1,1
EMP-18546,Dott. Lesley Carretero,HR,Recruiter,23-04-2018,Good,7,Active,On-site,127043,Poland,Lodz,40,Mid,2018,8.3,8,1,3,High,4,2
EMP-18547,Mr Felix Wirth,IT,DevOps Engineer,27-08-2015,Good,6,Active,Hybrid,105917,Netherlands,Utrecht,21,Mid,2015,10.9,11,1,3,High,8,3
EMP-18548,Sig.Ra Olivia Denis,Finance,CFO,27-08-2011,Good,26,Active,Hybrid,35000,Italy,Venice,55,Director,2011,14.9,15,1,3,Low,8,3
EMP-18549,Mrs Sara Colas,HR,Recruiter,09-09-2022,Good,5,Active,Remote,86901,Poland,Warsaw,59,Junior,2022,3.9,4,1,3,Medium,9,3
EMP-18550,Mrs Laurent Knappe,Operations,Supply Chain,16-11-2009,Good,9,Active,Hybrid,65120,Germany,Frankfurt,47,Mid,2009,16.7,17,1,3,Medium,11,4
EMP-18551,Nora-Clara Joubert,IT,Data Engineer,01-02-2019,Good,29,Active,On-site,65475,Poland,Wroclaw,46,Mid,2019,7.5,7,1,3,Medium,2,1
EMP-18552,Felix Green,Finance,Finance Manager,08-03-2023,Good,23,Active,Hybrid,102079,Germany,Berlin,40,Mid,2023,3.4,3,1,3,High,3,1
EMP-18553,Lauren Lindner,HR,HR Coordinator,30-12-2010,Good,24,Resigned,On-site,51312,Poland,Poznan,40,Junior,2010,15.6,16,0,3,Low,12,4
EMP-18554,Dr. Nora Trommler,IT,Software Developer,06-10-2015,Good,14,Active,On-site,124684,France,Toulouse,49,Senior,2015,10.8,11,1,3,High,10,4
EMP-18555,Mr Sofia Wirth,HR,HR Manager,30-07-2023,Excellent,5,Active,Hybrid,87286,Poland,Wroclaw,43,Mid,2023,3,3,1,4,Medium,7,3
EMP-18556,Miss Heinz Nowak,HR,HR Coordinator,15-09-2021,Satisfactory,19,Active,On-site,52281,United Kingdom,Manchester,44,Senior,2021,4.9,5,1,2,Low,9,3
EMP-18557,Sig.Ra Lynn Besnard,Sales,Sales Manager,09-05-2024,Needs Improvement,13,Active,On-site,75702,Netherlands,Amsterdam,30,Mid,2024,2.2,2,1,1,Medium,5,2
EMP-18558,Mr Xavier-Jan Moulin,IT,DevOps Engineer,27-04-2020,Good,30,Active,On-site,35000,Netherlands,Utrecht,50,Junior,2020,6.3,6,1,3,Low,4,2
EMP-18559,Bernard Baker,HR,HR Director,27-01-2025,Satisfactory,13,Active,On-site,73044,Italy,Milan,32,Director,2025,1.5,1,1,2,Medium,1,1
EMP-18560,Univ.Prof. Franck Diallo,Operations,Supply Chain,12-05-2020,Satisfactory,6,Active,On-site,67241,France,Nice,37,Senior,2020,6.2,6,1,2,Medium,5,2
EMP-18561,Theodor Colas,Finance,Accountant,12-12-2022,Good,14,Active,Hybrid,106657,Poland,Lodz,54,Senior,2022,3.7,4,1,3,High,12,4
EMP-18562,Dott. Lauren Jennings,IT,Data Engineer,20-02-2016,Good,0,Resigned,Remote,35000,Netherlands,Rotterdam,58,Junior,2016,10.5,10,0,3,Low,2,1
EMP-18563,Univ.Prof. Sara Sureda,Operations,Operations Director,07-06-2012,Satisfactory,1,Active,Hybrid,82958,Spain,Valencia,37,Senior,2012,14.2,14,1,2,Medium,6,2
EMP-18564,Dipl.-Ing. Lucas Moreau,Sales,Sales Manager,08-09-2020,Satisfactory,32,Active,On-site,43044,United Kingdom,London,37,Senior,2020,5.9,6,1,2,Low,9,3
EMP-18565,Mrs Sara Wilkinson,IT,System Admin,19-04-2021,Good,15,Active,Hybrid,74357,Poland,Lodz,31,Junior,2021,5.3,5,1,3,Medium,4,2
EMP-18566,Dott. Bernard Wilson,HR,HR Coordinator,27-05-2026,Good,28,Active,Remote,92303,Germany,Munich,21,Junior,2026,0.2,0,1,3,Medium,5,2
EMP-18567,Patricia Bryan,Finance,CFO,20-01-2010,Satisfactory,10,Active,Hybrid,141841,Italy,Rome,34,Director,2010,16.5,16,1,2,High,1,1
EMP-18568,Dipl.-Ing. Florence Besnard,IT,DevOps Engineer,14-07-2011,Satisfactory,20,Resigned,Hybrid,133101,Spain,Valencia,59,Junior,2011,15.1,15,0,2,High,7,3
EMP-18569,Prof. Patricia-Heinz Sanchez,HR,HR Director,28-10-2022,Good,26,Active,On-site,116389,Poland,Wroclaw,49,Director,2022,3.8,4,1,3,High,10,4
EMP-18570,Heinz Knappe,Sales,Regional Lead,09-03-2013,Satisfactory,4,Active,On-site,89929,Poland,Lodz,43,Mid,2013,13.4,13,1,2,Medium,3,1
EMP-18571,Mrs Lee Bryan,HR,Talent Specialist,21-12-2009,Good,25,Active,On-site,105474,France,Toulouse,51,Director,2009,16.6,17,1,3,High,12,4
EMP-18572,Mr Olivia Vidal,Operations,Operations Analyst,30-12-2011,Satisfactory,18,Active,On-site,115237,Italy,Milan,59,Mid,2011,14.6,15,1,2,High,12,4
EMP-18573,Mr Bernard De Vries,Sales,Sales Director,23-02-2021,Good,18,Active,Hybrid,58584,Italy,Naples,41,Senior,2021,5.5,5,1,3,Medium,2,1
EMP-18574,Morena Stiebitz,Operations,Supply Chain,17-07-2015,Satisfactory,18,Active,Remote,59090,Spain,Valencia,30,Junior,2015,11.1,11,1,2,Medium,7,3
EMP-18575,Mrs Olivia Green,Operations,Logistics,25-03-2021,Good,12,Active,On-site,90012,Germany,Cologne,21,Senior,2021,5.4,5,1,3,Medium,3,1
EMP-18576,Mrs Laurent Schmidt,Sales,Sales Executive,19-04-2019,Good,30,Active,On-site,97486,Italy,Venice,47,Senior,2019,7.3,7,1,3,High,4,2
EMP-18577,Morena Diallo,HR,Recruiter,18-02-2020,Needs Improvement,16,Active,On-site,73446,Spain,Valencia,59,Mid,2020,6.5,6,1,1,Medium,2,1
EMP-18578,Anna Schmidt,Operations,Supply Chain,28-02-2026,Good,0,Active,Remote,36106,Germany,Munich,32,Mid,2026,0.4,0,1,3,Low,2,1
EMP-18579,Olivia Foster,HR,Talent Specialist,27-06-2016,Good,20,Active,On-site,94835,Netherlands,Utrecht,43,Mid,2016,10.1,10,1,3,Medium,6,2
EMP-18580,Dr. Eckehard Knappe,Operations,Operations Director,07-10-2020,Good,21,Active,On-site,115434,Netherlands,The Hague,21,Senior,2020,5.8,6,1,3,High,10,4
EMP-18581,Sarah Hopkins,Operations,Supply Chain,22-08-2013,Excellent,25,Active,On-site,35000,Germany,Cologne,22,Senior,2013,13,13,1,4,Low,8,3
EMP-18582,Felix Van Den Nuwenhuysen,IT,System Admin,19-10-2015,Good,24,Resigned,Hybrid,38436,United Kingdom,Manchester,44,Mid,2015,10.8,11,0,3,Low,10,4
EMP-18583,Mrs Anna Garcia,IT,IT Manager,10-01-2019,Satisfactory,11,Resigned,Remote,64537,Germany,Munich,53,Junior,2019,7.6,7,0,2,Medium,1,1
EMP-18584,Laurent Lindner,Operations,Operations Manager,14-06-2008,Good,33,Active,Remote,35000,Netherlands,The Hague,21,Senior,2008,18.1,18,1,3,Low,6,2
EMP-18585,Dipl.-Ing. Eleanor Rees,Operations,Supply Chain,09-09-2023,Good,15,Active,On-site,98562,Poland,Lodz,50,Junior,2023,2.9,3,1,3,High,9,3
EMP-18586,Prof. Lauren Joubert,IT,Data Engineer,27-06-2025,Good,7,Active,Hybrid,97123,Poland,Krakow,37,Director,2025,1.1,1,1,3,High,6,2
EMP-18587,Mr Dex Velderman,Operations,Operations Manager,24-11-2019,Good,30,Active,Remote,65810,Netherlands,Rotterdam,53,Director,2019,6.7,7,1,3,Medium,11,4
EMP-18588,Anna Killer,Operations,Logistics,05-12-2010,Good,33,Active,Hybrid,84086,Italy,Venice,39,Senior,2010,15.7,16,1,3,Medium,12,4
EMP-18589,Miss William Besnard,Finance,Accountant,29-09-2023,Satisfactory,23,Active,On-site,135870,France,Lyon,36,Junior,2023,2.9,3,1,2,High,9,3
EMP-18590,Micha-Reinhold Moreau,HR,Recruiter,08-07-2020,Excellent,17,Active,Hybrid,117909,Spain,Valencia,40,Mid,2020,6.1,6,1,4,High,7,3
EMP-18591,Sig.Ra Linus Joubert,HR,Talent Specialist,07-02-2020,Excellent,0,Active,Remote,73463,France,Toulouse,50,Senior,2020,6.5,6,1,4,Medium,2,1
EMP-18592,Prof. Sara Reed,Finance,Accountant,25-05-2022,Good,13,Active,On-site,96823,United Kingdom,Manchester,36,Senior,2022,4.2,4,1,3,High,5,2
EMP-18593,Abdul Nowak,IT,Data Engineer,19-12-2021,Satisfactory,2,Active,On-site,51859,United Kingdom,London,56,Director,2021,4.6,5,1,2,Low,12,4
EMP-18594,Sig.Ra Ernesto Velderman,IT,DevOps Engineer,01-08-2017,Good,21,Active,On-site,35000,Netherlands,Amsterdam,42,Mid,2017,9,9,1,3,Low,8,3
EMP-18595,Jenny Koch,IT,Data Engineer,10-11-2025,Satisfactory,11,Resigned,Remote,76660,United Kingdom,Birmingham,59,Mid,2025,0.7,1,0,2,Medium,11,4
EMP-18596,Dipl.-Ing. Morena Zwaben,HR,Recruiter,07-11-2010,Good,22,Active,On-site,35000,United Kingdom,Berlin,38,Senior,2010,15.7,16,1,3,Low,11,4
EMP-18597,Univ.Prof. Nigel Sureda,Sales,Business Development,18-02-2015,Good,13,Active,On-site,46445,Poland,Poznan,41,Junior,2015,11.5,11,1,3,Low,2,1
EMP-18598,Sofia Carretero,Operations,Supply Chain,15-02-2018,Good,14,Active,On-site,126164,Spain,Barcelona,35,Senior,2018,8.5,8,1,3,High,2,1
EMP-18599,Univ.Prof. Eckehard Hellevoort,Finance,CFO,03-04-2017,Good,18,Active,Hybrid,61660,Spain,Barcelona,46,Senior,2017,9.3,9,1,3,Medium,4,2
EMP-18600,Mr Georges Denis,Operations,Operations Manager,25-10-2022,Good,8,Active,On-site,35773,United Kingdom,Manchester,57,Mid,2022,3.8,4,1,3,Low,10,4
EMP-18601,Prof. Marco Moulin,IT,IT Manager,02-05-2013,Satisfactory,20,Active,Remote,58578,United Kingdom,Edinburgh,51,Senior,2013,13.3,13,1,2,Medium,5,2
EMP-18602,Dr. Micha Erve,Operations,Logistics,15-01-2017,Good,26,Active,Remote,83134,Italy,Rome,44,Director,2017,9.6,9,1,3,Medium,1,1
EMP-18603,Sofia Wilson,IT,Software Developer,21-10-2025,Good,30,Active,Hybrid,88433,Spain,Madrid,45,Senior,2025,0.8,1,1,3,Medium,10,4
EMP-18604,Sig.Ra Andree Trommler,Finance,CFO,14-06-2016,Good,17,Active,On-site,80018,France,Nice,23,Mid,2016,10.1,10,1,3,Medium,6,2
EMP-18605,Mrs Dylan Stiebitz,HR,Talent Specialist,19-03-2009,Needs Improvement,16,Active,Remote,50525,Germany,Munich,55,Mid,2009,17.4,17,1,1,Low,3,1
EMP-18606,Dipl.-Ing. Bertrand Pincherle,Operations,Supply Chain,01-06-2013,Good,5,Active,Hybrid,103888,France,Paris,21,Mid,2013,13.2,13,1,3,High,6,2
EMP-18607,Mr Lesley Koch,Finance,Finance Manager,12-07-2011,Satisfactory,34,Resigned,Hybrid,66384,Italy,Turin,21,Senior,2011,15.1,15,0,2,Medium,7,3
EMP-18608,Dr. Reinhold Green,HR,Recruiter,23-11-2014,Good,18,Terminated,Remote,59934,Poland,Poznan,21,Director,2014,11.7,12,0,3,Medium,11,4
EMP-18609,Hortense Sanchez,Operations,Logistics,16-11-2013,Satisfactory,2,Terminated,Hybrid,105562,Poland,Krakow,51,Senior,2013,12.7,13,0,2,High,11,4
EMP-18610,Univ.Prof. Elena-Laurent Bryan,HR,HR Coordinator,31-01-2017,Satisfactory,11,Active,Remote,100094,France,Nice,35,Director,2017,9.5,9,1,2,High,1,1
EMP-18611,Mrs Wayne-Bertrand Tomas,Finance,CFO,16-09-2014,Good,6,Active,On-site,96097,Italy,Rome,42,Senior,2014,11.9,12,1,3,High,9,3
EMP-18612,Univ.Prof. Sofia Velderman,IT,System Admin,05-10-2012,Satisfactory,14,Active,Remote,36078,Spain,Madrid,37,Senior,2012,13.8,14,1,2,Low,10,4
EMP-18613,Prof. Jan Baker,HR,HR Director,04-08-2023,Satisfactory,5,Active,On-site,35000,Spain,Seville,45,Director,2023,3,3,1,2,Low,8,3
EMP-18614,Miss Lucas Harris,Finance,Financial Analyst,12-05-2018,Good,15,Active,On-site,116579,Germany,Munich,42,Mid,2018,8.2,8,1,3,High,5,2
EMP-18615,Linus Stiebitz,IT,DevOps Engineer,17-09-2019,Satisfactory,28,Active,Remote,70917,Netherlands,Rotterdam,42,Junior,2019,6.9,7,1,2,Medium,9,3
EMP-18616,Lee Rossi,Sales,Sales Executive,29-04-2010,Good,27,Resigned,On-site,35000,France,Toulouse,38,Junior,2010,16.3,16,0,3,Low,4,2
EMP-18617,Dr. Theodor Collin,Operations,Supply Chain,22-08-2008,Satisfactory,26,Active,On-site,150817,Spain,Madrid,42,Junior,2008,18,18,1,2,High,8,3
EMP-18618,Dott. Morena De Vries,Sales,Sales Executive,06-04-2012,Good,18,Active,Hybrid,74045,Netherlands,Eindhoven,39,Senior,2012,14.3,14,1,3,Medium,4,2
EMP-18619,Miss William Sureda,Operations,Operations Manager,28-12-2009,Good,22,Active,On-site,46466,Spain,Madrid,35,Director,2009,16.6,17,1,3,Low,12,4
EMP-18620,Mrs Valentina Pincherle,HR,Talent Specialist,20-02-2019,Satisfactory,10,Active,On-site,35000,United Kingdom,Manchester,26,Mid,2019,7.5,7,1,2,Low,2,1
EMP-18621,Dott. Jeanne Wilson,HR,Talent Specialist,25-09-2025,Good,35,Active,On-site,96175,Spain,Madrid,21,Senior,2025,0.9,1,1,3,High,9,3
EMP-18622,Lindsey Hopkins,Finance,CFO,08-08-2014,Good,28,Active,On-site,81456,Netherlands,Amsterdam,30,Senior,2014,12,12,1,3,Medium,8,3
EMP-18623,Miss Luce Ruggeri,IT,DevOps Engineer,08-04-2020,Satisfactory,34,Resigned,Remote,35000,Netherlands,Utrecht,38,Mid,2020,6.3,6,0,2,Low,4,2
EMP-18624,Prof. Gina De Vries,Sales,Sales Manager,25-06-2015,Excellent,35,Active,On-site,108627,Germany,Frankfurt,47,Junior,2015,11.1,11,1,4,High,6,2
EMP-18625,Dipl.-Ing. Morena Kohler,Sales,Sales Manager,02-10-2021,Satisfactory,24,Resigned,On-site,106525,France,Toulouse,47,Director,2021,4.8,5,0,2,High,10,4
EMP-18626,Lucie Renier,IT,DevOps Engineer,24-01-2020,Satisfactory,28,Terminated,On-site,62658,Spain,Bilbao,32,Senior,2020,6.5,6,0,2,Medium,1,1
EMP-18627,Miss Gina Joubert,Sales,Business Development,17-11-2017,Good,0,Active,Hybrid,43641,Poland,Wroclaw,46,Senior,2017,8.7,9,1,3,Low,11,4
EMP-18628,Mr Ernesto-Theodor Knappe,Operations,Operations Analyst,11-04-2025,Satisfactory,28,Active,Hybrid,115070,United Kingdom,Edinburgh,21,Junior,2025,1.3,1,1,2,High,4,2
EMP-18629,Dipl.-Ing. Jeanne Vidal,Sales,Sales Executive,09-01-2019,Satisfactory,21,Active,Hybrid,99184,Italy,Rome,59,Senior,2019,7.6,7,1,2,High,1,1
EMP-18630,Dr. Wayne Harris,Sales,Regional Lead,11-02-2024,Excellent,3,Active,Remote,100113,Netherlands,Eindhoven,40,Junior,2024,2.5,2,1,4,High,2,1
EMP-18631,Miss Clara Stiebitz,Finance,CFO,12-08-2014,Good,12,Active,Remote,148195,Italy,Milan,45,Director,2014,12,12,1,3,High,8,3
EMP-18632,Sig.Ra Jan Zwaben,Operations,Operations Director,09-05-2018,Needs Improvement,9,Active,Remote,137590,United Kingdom,London,38,Senior,2018,8.2,8,1,1,High,5,2
EMP-18633,Mr Franck Erve,Sales,Sales Director,24-06-2008,Needs Improvement,19,Active,Remote,64938,Germany,Munich,38,Mid,2008,18.1,18,1,1,Medium,6,2
EMP-18634,Nora Moulin,HR,HR Coordinator,01-12-2014,Satisfactory,9,Active,On-site,116648,Netherlands,Eindhoven,39,Senior,2014,11.7,12,1,2,High,12,4
EMP-18635,Sig.Ra Felix Tomas,Finance,Financial Analyst,02-09-2025,Satisfactory,17,Resigned,Remote,89461,Italy,Naples,51,Senior,2025,0.9,1,0,2,Medium,9,3
EMP-18636,Olivia-Micha Van Den Nuwenhuysen,HR,Recruiter,18-10-2022,Good,23,Active,On-site,83556,France,Lyon,48,Junior,2022,3.8,4,1,3,Medium,10,4
EMP-18637,Franck Zwaben,Operations,Operations Manager,09-04-2022,Satisfactory,13,Active,Remote,98785,United Kingdom,London,59,Mid,2022,4.3,4,1,2,High,4,2
EMP-18638,Univ.Prof. Sofia Wilkinson,Sales,Sales Manager,16-11-2019,Excellent,12,Active,Hybrid,35000,Italy,Milan,29,Mid,2019,6.7,7,1,4,Low,11,4
EMP-18639,Prof. Franck Coolen,Finance,Finance Manager,14-08-2014,Good,26,Active,Remote,88670,Netherlands,The Hague,35,Senior,2014,12,12,1,3,Medium,8,3
EMP-18640,Univ.Prof. Xavier Trommler,Finance,Tax Specialist,15-05-2009,Good,11,Active,On-site,67300,Spain,Bilbao,29,Mid,2009,17.2,17,1,3,Medium,5,2
EMP-18641,Miss Clara Young,IT,IT Manager,26-07-2020,Good,35,Terminated,Remote,92116,United Kingdom,Leeds,47,Senior,2020,6,6,0,3,Medium,7,3
EMP-18642,Univ.Prof. Eleanor Trommler,IT,Data Engineer,13-09-2019,Good,12,Resigned,On-site,86353,Poland,Wroclaw,58,Mid,2019,6.9,7,0,3,Medium,9,3
EMP-18643,Miss Franck Coolen,IT,System Admin,07-07-2023,Good,15,Active,Hybrid,35000,Germany,Munich,44,Junior,2023,3.1,3,1,3,Low,7,3
EMP-18644,Felix Foster,HR,Recruiter,12-06-2024,Good,7,Active,On-site,35000,France,Paris,42,Junior,2024,2.2,2,1,3,Low,6,2
EMP-18645,Sig.Ra Maartje Hellevoort,Sales,Business Development,11-09-2012,Excellent,16,Active,Remote,61113,Poland,Lodz,43,Junior,2012,13.9,14,1,4,Medium,9,3
EMP-18646,Mr Olivia Wilkinson,IT,System Admin,23-06-2018,Satisfactory,20,Active,Remote,102570,Netherlands,The Hague,51,Senior,2018,8.1,8,1,2,High,6,2
EMP-18647,Bernard Schmidt,IT,IT Manager,20-03-2012,Satisfactory,19,Active,Hybrid,121455,Netherlands,The Hague,21,Mid,2012,14.4,14,1,2,High,3,1
EMP-18648,Dott. Marco Ruggeri,Operations,Operations Analyst,12-04-2011,Excellent,12,Active,On-site,80992,Italy,Naples,47,Junior,2011,15.3,15,1,4,Medium,4,2
EMP-18649,Mrs Georges Lindner,Finance,Tax Specialist,12-07-2025,Good,11,Active,On-site,55046,Spain,Valencia,47,Senior,2025,1.1,1,1,3,Medium,7,3
EMP-18650,Mr Sarah Pincherle,Sales,Regional Lead,26-02-2023,Good,35,Resigned,Remote,121049,Netherlands,The Hague,30,Senior,2023,3.4,3,0,3,High,2,1
EMP-18651,Dott. Morena Zwaben,HR,HR Coordinator,11-02-2020,Satisfactory,18,Active,Hybrid,50227,Germany,Frankfurt,29,Senior,2020,6.5,6,1,2,Low,2,1
EMP-18652,Gianluigi-Dex Stiebitz,Sales,Sales Manager,11-03-2020,Excellent,27,Active,Hybrid,64377,United Kingdom,London,59,Director,2020,6.4,6,1,4,Medium,3,1
EMP-18653,Maartje Pincherle,Finance,Accountant,13-02-2016,Good,12,Active,Remote,85610,Poland,Krakow,30,Senior,2016,10.5,10,1,3,Medium,2,1
EMP-18654,Laurent Pincherle,Sales,Sales Manager,05-08-2020,Good,31,Active,Hybrid,121428,Poland,Wroclaw,30,Mid,2020,6,6,1,3,High,8,3
EMP-18655,Mrs Maartje Renier,Sales,Regional Lead,03-03-2010,Good,23,Resigned,Hybrid,35000,United Kingdom,London,35,Senior,2010,16.4,16,0,3,Low,3,1
EMP-18656,Dott. Jenny Lindner,Operations,Logistics,05-01-2019,Good,10,Active,On-site,90605,United Kingdom,London,43,Mid,2019,7.6,7,1,3,Medium,1,1
EMP-18657,Gilbert-Andree Knappe,Operations,Logistics,03-05-2013,Good,0,Active,Hybrid,35000,United Kingdom,London,29,Mid,2013,13.3,13,1,3,Low,5,2
EMP-18658,Dott. Valentina Colas,HR,HR Coordinator,03-11-2025,Excellent,17,Active,Hybrid,78361,United Kingdom,Manchester,33,Senior,2025,0.8,1,1,4,Medium,11,4
EMP-18659,Lucie Henk,HR,HR Director,26-01-2021,Good,22,Active,Hybrid,70676,Netherlands,Rotterdam,45,Director,2021,5.5,5,1,3,Medium,1,1
EMP-18660,Jeanne Besnard,Operations,Operations Analyst,05-04-2022,Excellent,24,Active,On-site,56866,Poland,Lodz,41,Senior,2022,4.3,4,1,4,Medium,4,2
EMP-18661,William-Linus Baker,Finance,CFO,28-10-2025,Satisfactory,25,Active,Remote,35000,Italy,Rome,48,Director,2025,0.8,1,1,2,Low,10,4
EMP-18662,Miss Anna Schmidt,Finance,Tax Specialist,31-12-2023,Needs Improvement,21,Active,On-site,142501,Spain,Bilbao,34,Junior,2023,2.6,3,1,1,High,12,4
EMP-18663,Gilbert Hellevoort,Operations,Operations Analyst,24-06-2026,Satisfactory,19,Active,On-site,64729,France,Lyon,40,Senior,2026,0.1,0,1,2,Medium,6,2
EMP-18664,Dipl.-Ing. Reinhold Wirth,Operations,Logistics,23-12-2011,Satisfactory,17,Active,Hybrid,46932,Poland,Krakow,23,Senior,2011,14.6,15,1,2,Low,12,4
EMP-18665,Univ.Prof. Sarah Hellevoort,IT,Data Engineer,27-12-2020,Good,13,Active,On-site,119259,Poland,Krakow,44,Junior,2020,5.6,6,1,3,High,12,4
EMP-18666,Elena Carretero,Finance,Finance Manager,05-06-2015,Good,35,Resigned,Hybrid,90983,Netherlands,Amsterdam,51,Mid,2015,11.2,11,0,3,Medium,6,2
